deployment_name,archetype,platform,memory_mb,image_size,block_index,invocation_frequency,traffic_cv,duration_tier,block_start_utc,total_requests,error_count,error_rate_pct,p50_latency_ms,p95_latency_ms,p99_latency_ms,mean_latency_ms,throughput_rps
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,1,10k,0.5,small,2026-05-08T21:23:52.363411+00:00,34,0,0.0,44.02,74.6,85.2,47.02,0.1133
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,2,10k,0.5,medium,2026-05-08T21:29:52.705466+00:00,35,0,0.0,209.34,256.08,286.51,221.46,0.1167
