deployment_name,archetype,platform,memory_mb,image_size,block_index,invocation_frequency,traffic_cv,duration_tier,block_start_utc,total_requests,error_count,error_rate_pct,p50_latency_ms,p95_latency_ms,p99_latency_ms,mean_latency_ms,throughput_rps,image_size_mb,state_management,cold_start_rate_pct,cold_start_duration_ms,alb_lcu_cost_usd,estimated_cost_usd,invocation_frequency_numeric,duration_tier_numeric,log_invocations,sustained_load,arch_enterprise-microservice,arch_event-driven-api,arch_ml-inference,platform_is_lambda
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,21,50k,0.5,large,2026-05-10 11:01:06.014767+00:00,3106,0,0.0,105.37,117.13,126.09,107.86,0.5752,250,0,0.0322,4762.93,0.0,0.011788,50000,5000,10.819778284410283,250.0,0,0,1,1
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,22,50k,2.0,small,2026-05-10 11:02:03.222909+00:00,3153,0,0.0,41.48,50.44,78.63,42.49,0.5839,250,0,0.0,0.0,0.00012454,0.037152,50000,500,10.819778284410283,25.0,0,0,0,0
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,22,50k,2.0,small,2026-05-10 11:05:12.986073+00:00,3118,0,0.0,35.39,44.05,49.96,36.16,0.5774,250,1,0.0321,341.46,0.0,0.004382,50000,500,10.819778284410283,25.0,1,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,22,50k,2.0,small,2026-05-10 11:12:25.812717+00:00,3231,0,0.0,62.13,72.54,88.04,63.48,0.5983,250,0,0.031,548.04,0.0,0.002355,50000,500,10.819778284410283,25.0,0,1,0,1
svc-ml-inference-512mb-slim-container,ml-inference,fargate,512,slim,22,50k,2.0,small,2026-05-10 11:14:09.977822+00:00,3188,0,0.0,65.75,118.3,230.68,75.25,0.5904,50,0,0.0,0.0,0.00013003,0.037158,50000,500,10.819778284410283,25.0,0,0,1,0
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,22,50k,2.0,small,2026-05-10 11:15:30.703552+00:00,2991,0,0.0,70.26,83.8,97.28,71.86,0.5539,250,0,0.0,0.0,0.0,0.007763,50000,500,10.819778284410283,25.0,0,0,0,1
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,22,50k,2.0,small,2026-05-10 11:16:36.539785+00:00,3225,0,0.0,70.55,82.62,94.61,71.83,0.5972,50,0,0.0,0.0,0.0,0.008367,50000,500,10.819778284410283,25.0,0,0,0,1
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,22,50k,2.0,small,2026-05-10 11:17:10.583180+00:00,3137,0,0.0,30.77,35.22,45.13,31.13,0.5809,50,0,0.0,0.0,0.00013166,0.148242,50000,500,10.819778284410283,25.0,0,1,0,0
svc-batch-transform-512mb-slim-container,batch-transform,fargate,512,slim,22,50k,2.0,small,2026-05-10 11:17:24.473962+00:00,3169,0,0.0,41.64,57.5,94.83,43.63,0.5869,50,0,0.0,0.0,0.00013166,0.037159,50000,500,10.819778284410283,25.0,0,0,0,0
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,22,50k,2.0,small,2026-05-10 11:18:09.785522+00:00,3321,0,0.0,80.68,99.53,119.17,82.53,0.615,250,0,0.0301,1308.79,0.0,0.002948,50000,500,10.819778284410283,25.0,0,0,0,1
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,22,50k,2.0,small,2026-05-10 11:20:31.297364+00:00,3277,0,0.0,35.78,44.91,53.41,37.05,0.6069,50,1,0.0,0.0,0.0,0.001667,50000,500,10.819778284410283,25.0,1,0,0,1
svc-batch-transform-2gb-standard-container,batch-transform,fargate,2048,standard,22,50k,2.0,small,2026-05-10 11:21:41.670799+00:00,3172,0,0.0,38.68,46.32,58.87,39.1,0.5874,250,0,0.0,0.0,0.00013295,0.148243,50000,500,10.819778284410283,25.0,0,0,0,0
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,22,50k,2.0,small,2026-05-10 11:24:00.470864+00:00,3031,0,0.0,62.78,72.57,88.83,64.05,0.5613,50,0,0.033,748.26,0.0,0.002224,50000,500,10.819778284410283,25.0,0,1,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,22,50k,2.0,small,2026-05-10 11:26:15.252155+00:00,3091,0,0.0,301.23,328.73,344.46,307.28,0.5724,250,0,0.0324,4614.17,0.0,0.008533,50000,500,10.819778284410283,25.0,0,0,1,1
svc-event-driven-api-512mb-standard-container,event-driven-api,fargate,512,standard,22,50k,2.0,small,2026-05-10 11:26:30.781507+00:00,3249,0,0.0,34.49,41.46,57.35,35.28,0.6017,250,0,0.0,0.0,0.00013399,0.037161,50000,500,10.819778284410283,25.0,0,1,0,0
svc-batch-transform-2gb-slim-container,batch-transform,fargate,2048,slim,22,50k,2.0,small,2026-05-10 11:29:38.236509+00:00,3243,0,0.0,34.89,42.58,50.57,35.19,0.6006,50,0,0.0,0.0,0.00013412,0.148244,50000,500,10.819778284410283,25.0,0,0,0,0
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,22,50k,2.0,small,2026-05-10 11:30:40.836858+00:00,3055,0,0.0,62.42,72.17,82.25,63.54,0.5657,250,0,0.0,0.0,0.0,0.007082,50000,500,10.819778284410283,25.0,0,1,0,1
svc-ml-inference-2gb-standard-container,ml-inference,fargate,2048,standard,22,50k,2.0,small,2026-05-10 11:31:02.630430+00:00,3265,0,0.0,57.0,61.46,75.53,57.4,0.6046,250,0,0.0,0.0,0.00013325,0.148243,50000,500,10.819778284410283,25.0,0,0,1,0
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,22,50k,2.0,small,2026-05-10 11:36:58.885019+00:00,3120,0,0.0,8.2,11.25,22.03,8.76,0.5778,50,1,0.0,0.0,0.00013114,0.037159,50000,500,10.819778284410283,25.0,1,0,0,0
svc-enterprise-microservice-512mb-standard-container,enterprise-microservice,fargate,512,standard,22,50k,2.0,small,2026-05-10 11:37:35.109716+00:00,2826,0,0.0,5.84,8.49,16.47,6.32,0.5233,250,1,0.0,0.0,0.00013056,0.037158,50000,500,10.819778284410283,25.0,1,0,0,0
svc-enterprise-microservice-2gb-standard-container,enterprise-microservice,fargate,2048,standard,22,50k,2.0,small,2026-05-10 11:49:56.485370+00:00,3062,0,0.0,7.17,9.52,14.65,7.52,0.567,250,1,0.0,0.0,0.00012732,0.148237,50000,500,10.819778284410283,25.0,1,0,0,0
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,22,50k,2.0,small,2026-05-10 11:53:12.785295+00:00,3110,0,0.0,81.19,99.63,119.42,83.65,0.5759,50,0,0.0322,1218.15,0.0,0.00279,50000,500,10.819778284410283,25.0,0,0,0,1
svc-event-driven-api-512mb-slim-container,event-driven-api,fargate,512,slim,22,50k,2.0,small,2026-05-10 12:02:23.919237+00:00,3107,0,0.0,35.17,43.26,63.02,36.14,0.5754,50,0,0.0,0.0,0.00012763,0.037155,50000,500,10.819778284410283,25.0,0,1,0,0
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,22,50k,2.0,small,2026-05-10 12:13:26.128752+00:00,3092,0,0.0,104.4,118.41,128.77,107.51,0.5726,50,0,0.0323,4473.61,0.0,0.011699,50000,500,10.819778284410283,25.0,0,0,1,1
svc-event-driven-api-2gb-standard-container,event-driven-api,fargate,2048,standard,22,50k,2.0,small,2026-05-10 12:20:40.405399+00:00,3165,0,0.0,31.93,36.3,47.38,32.28,0.5861,250,0,0.0,0.0,0.00012645,0.148236,50000,500,10.819778284410283,25.0,0,1,0,0
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,22,50k,2.0,small,2026-05-10 12:46:07.182475+00:00,3200,0,0.0,106.92,121.38,133.66,110.28,0.5926,250,0,0.0312,4596.14,0.0,0.012403,50000,500,10.819778284410283,25.0,0,0,1,1
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,23,50k,2.0,medium,2026-05-10 12:47:04.946177+00:00,3114,0,0.0,215.89,274.77,354.47,229.17,0.5767,250,0,0.0,0.0,0.00012603,0.037154,50000,2000,10.819778284410283,100.0,0,0,0,0
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,23,50k,2.0,medium,2026-05-10 12:50:13.140606+00:00,2953,0,0.0,35.83,44.62,51.18,36.8,0.5469,250,1,0.0339,420.92,0.0,0.004213,50000,2000,10.819778284410283,100.0,1,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,23,50k,2.0,medium,2026-05-10 12:57:26.108361+00:00,3324,0,0.0,62.84,74.19,91.37,64.15,0.6156,250,0,0.0301,634.27,0.0,0.002442,50000,2000,10.819778284410283,100.0,0,1,0,1
svc-ml-inference-512mb-slim-container,ml-inference,fargate,512,slim,23,50k,2.0,medium,2026-05-10 12:59:11.967359+00:00,3278,0,0.0,1001.92,1126.65,1758.12,1030.54,0.607,50,0,0.0,0.0,0.00013007,0.037158,50000,2000,10.819778284410283,100.0,0,0,1,0
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,23,50k,2.0,medium,2026-05-10 13:00:31.790971+00:00,3139,0,0.0,70.67,81.93,97.04,71.95,0.5813,250,0,0.0,0.0,0.0,0.008156,50000,2000,10.819778284410283,100.0,0,0,0,1
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,23,50k,2.0,medium,2026-05-10 13:01:38.536524+00:00,3055,0,0.0,70.96,83.71,96.41,72.45,0.5657,50,0,0.0,0.0,0.0,0.007989,50000,2000,10.819778284410283,100.0,0,0,0,1
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,23,50k,2.0,medium,2026-05-10 13:02:23.402539+00:00,3049,0,0.0,36.69,44.1,53.47,36.96,0.5646,50,0,0.0,0.0,0.0001314,0.148241,50000,2000,10.819778284410283,100.0,0,1,0,0
svc-batch-transform-512mb-slim-container,batch-transform,fargate,512,slim,23,50k,2.0,medium,2026-05-10 13:02:31.098806+00:00,3192,0,0.0,219.93,280.09,414.97,232.56,0.5911,50,0,0.0,0.0,0.0001314,0.037159,50000,2000,10.819778284410283,100.0,0,0,0,0
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,23,50k,2.0,medium,2026-05-10 13:03:10.646576+00:00,3129,0,0.0,80.63,99.76,121.17,82.75,0.5794,250,0,0.032,1543.67,0.0,0.002784,50000,2000,10.819778284410283,100.0,0,0,0,1
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,23,50k,2.0,medium,2026-05-10 13:05:46.859030+00:00,2989,0,0.0,35.74,44.94,52.01,36.84,0.5535,50,1,0.0,0.0,0.0,0.001515,50000,2000,10.819778284410283,100.0,1,0,0,1
svc-batch-transform-2gb-standard-container,batch-transform,fargate,2048,standard,23,50k,2.0,medium,2026-05-10 13:06:42.296169+00:00,2988,0,0.0,137.89,142.04,155.07,138.72,0.5533,250,0,0.0,0.0,0.00013281,0.148243,50000,2000,10.819778284410283,100.0,0,0,0,0
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,23,50k,2.0,medium,2026-05-10 13:09:18.401647+00:00,3114,0,0.0,63.25,73.65,90.41,64.63,0.5767,50,0,0.0321,656.68,0.0,0.0023,50000,2000,10.819778284410283,100.0,0,1,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,23,50k,2.0,medium,2026-05-10 13:11:15.309634+00:00,3126,0,0.0,302.13,338.51,358.25,309.13,0.5789,250,0,0.032,4321.66,0.0,0.008678,50000,2000,10.819778284410283,100.0,0,0,1,1
svc-event-driven-api-512mb-standard-container,event-driven-api,fargate,512,standard,23,50k,2.0,medium,2026-05-10 13:11:39.068040+00:00,3330,0,0.0,42.66,56.64,94.83,44.37,0.6167,250,0,0.0,0.0,0.00013428,0.037162,50000,2000,10.819778284410283,100.0,0,1,0,0
svc-batch-transform-2gb-slim-container,batch-transform,fargate,2048,slim,23,50k,2.0,medium,2026-05-10 13:14:38.271562+00:00,3211,0,0.0,99.11,104.05,114.46,99.69,0.5946,50,0,0.0,0.0,0.00013418,0.148244,50000,2000,10.819778284410283,100.0,0,0,0,0
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,23,50k,2.0,medium,2026-05-10 13:15:44.284078+00:00,3165,0,0.0,63.93,74.86,84.81,65.33,0.5861,250,0,0.0,0.0,0.0,0.007525,50000,2000,10.819778284410283,100.0,0,1,0,1
svc-ml-inference-2gb-standard-container,ml-inference,fargate,2048,standard,23,50k,2.0,medium,2026-05-10 13:16:06.474621+00:00,3182,0,0.0,550.68,566.99,625.54,551.97,0.5893,250,0,0.0,0.0,0.00013348,0.148243,50000,2000,10.819778284410283,100.0,0,0,1,0
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,23,50k,2.0,medium,2026-05-10 13:22:00.125464+00:00,3170,0,0.0,8.33,11.5,20.33,8.89,0.587,50,1,0.0,0.0,0.00013074,0.037158,50000,2000,10.819778284410283,100.0,1,0,0,0
svc-enterprise-microservice-512mb-standard-container,enterprise-microservice,fargate,512,standard,23,50k,2.0,medium,2026-05-10 13:22:35.867883+00:00,3165,0,0.0,5.91,8.82,17.36,6.4,0.5861,250,1,0.0,0.0,0.00013074,0.037158,50000,2000,10.819778284410283,100.0,1,0,0,0
svc-enterprise-microservice-2gb-standard-container,enterprise-microservice,fargate,2048,standard,23,50k,2.0,medium,2026-05-10 13:35:01.803897+00:00,2993,0,0.0,7.22,9.53,16.1,7.54,0.5543,250,1,0.0,0.0,0.00012588,0.148236,50000,2000,10.819778284410283,100.0,1,0,0,0
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,23,50k,2.0,medium,2026-05-10 13:38:28.797368+00:00,3074,0,0.0,80.55,99.64,120.17,82.71,0.5693,50,0,0.0325,1367.2,0.0,0.002734,50000,2000,10.819778284410283,100.0,0,0,0,1
svc-event-driven-api-512mb-slim-container,event-driven-api,fargate,512,slim,23,50k,2.0,medium,2026-05-10 13:47:31.332138+00:00,3212,0,0.0,43.51,55.87,85.8,44.93,0.5948,50,0,0.0,0.0,0.0001254,0.037153,50000,2000,10.819778284410283,100.0,0,1,0,0
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,23,50k,2.0,medium,2026-05-10 13:58:28.616988+00:00,3185,0,0.0,107.4,122.95,135.25,110.48,0.5898,50,0,0.0314,4386.69,0.0,0.012366,50000,2000,10.819778284410283,100.0,0,0,1,1
svc-event-driven-api-2gb-standard-container,event-driven-api,fargate,2048,standard,23,50k,2.0,medium,2026-05-10 14:05:41.071719+00:00,3183,0,0.0,37.87,45.18,56.83,38.17,0.5894,250,0,0.0,0.0,0.00012292,0.148233,50000,2000,10.819778284410283,100.0,0,1,0,0
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,23,50k,2.0,medium,2026-05-10 14:31:21.094288+00:00,2905,0,0.0,108.27,123.78,139.86,111.31,0.538,250,0,0.0344,4398.11,0.0,0.01136,50000,2000,10.819778284410283,100.0,0,0,1,1
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,24,50k,2.0,large,2026-05-10 14:32:07.122957+00:00,2400,0,0.0,2217.93,2344.82,2887.09,2248.26,0.4444,250,0,0.0,0.0,0.00012093,0.037148,50000,5000,10.819778284410283,250.0,0,0,0,0
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,24,50k,2.0,large,2026-05-10 14:35:14.335473+00:00,3045,0,0.0,36.4,45.26,52.84,37.53,0.5639,250,1,0.0328,572.84,0.0,0.004418,50000,5000,10.819778284410283,250.0,1,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,24,50k,2.0,large,2026-05-10 14:42:32.651353+00:00,3155,0,0.0,63.11,73.01,89.98,64.87,0.5843,250,0,0.0,0.0,0.0,0.002337,50000,5000,10.819778284410283,250.0,0,1,0,1
svc-ml-inference-512mb-slim-container,ml-inference,fargate,512,slim,24,50k,2.0,large,2026-05-10 14:44:12.782994+00:00,2543,0,0.0,2075.33,2382.55,3209.18,2117.13,0.4709,50,0,0.0,0.0,0.00012296,0.03715,50000,5000,10.819778284410283,250.0,0,0,1,0
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,24,50k,2.0,large,2026-05-10 14:45:36.839416+00:00,3198,0,0.0,71.15,84.73,98.47,72.47,0.5922,250,0,0.0,0.0,0.0,0.008365,50000,5000,10.819778284410283,250.0,0,0,0,1
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,24,50k,2.0,large,2026-05-10 14:46:43.954148+00:00,3129,0,0.0,71.1,83.43,97.31,72.56,0.5794,50,0,0.0,0.0,0.0,0.008194,50000,5000,10.819778284410283,250.0,0,0,0,1
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,24,50k,2.0,large,2026-05-10 14:47:24.469629+00:00,3080,0,0.0,68.85,77.15,88.57,69.35,0.5704,50,0,0.0,0.0,0.00012442,0.148234,50000,5000,10.819778284410283,250.0,0,1,0,0
svc-batch-transform-512mb-slim-container,batch-transform,fargate,512,slim,24,50k,2.0,large,2026-05-10 14:47:40.641630+00:00,2333,0,0.0,2290.13,2467.52,2957.73,2309.91,0.432,50,0,0.0,0.0,0.00012442,0.037152,50000,5000,10.819778284410283,250.0,0,0,0,0
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,24,50k,2.0,large,2026-05-10 14:48:12.270561+00:00,3058,0,0.0,80.63,98.99,119.47,82.92,0.5663,250,0,0.0327,1416.82,0.0,0.002725,50000,5000,10.819778284410283,250.0,0,0,0,1
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,24,50k,2.0,large,2026-05-10 14:50:47.290769+00:00,3212,0,0.0,36.17,44.98,52.1,37.99,0.5948,50,1,0.0,0.0,0.0,0.001659,50000,5000,10.819778284410283,250.0,1,0,0,1
svc-batch-transform-2gb-standard-container,batch-transform,fargate,2048,standard,24,50k,2.0,large,2026-05-10 14:51:54.313189+00:00,3097,0,0.0,1307.74,1328.66,1402.53,1310.55,0.5735,250,0,0.0,0.0,0.00012569,0.148236,50000,5000,10.819778284410283,250.0,0,0,0,0
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,24,50k,2.0,large,2026-05-10 14:54:18.411423+00:00,3180,0,0.0,62.77,73.65,92.54,64.62,0.5889,50,0,0.0314,639.39,0.0,0.002348,50000,5000,10.819778284410283,250.0,0,1,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,24,50k,2.0,large,2026-05-10 14:56:15.708030+00:00,3104,0,0.0,317.93,349.42,379.62,321.09,0.5748,250,0,0.0322,4394.15,0.0,0.008926,50000,5000,10.819778284410283,250.0,0,0,1,1
svc-event-driven-api-512mb-standard-container,event-driven-api,fargate,512,standard,24,50k,2.0,large,2026-05-10 14:57:01.289924+00:00,2925,0,0.0,125.14,177.46,218.93,133.04,0.5417,250,0,0.0,0.0,0.00012677,0.037154,50000,5000,10.819778284410283,250.0,0,1,0,0
svc-batch-transform-2gb-slim-container,batch-transform,fargate,2048,slim,24,50k,2.0,large,2026-05-10 14:59:38.619208+00:00,3174,0,0.0,974.66,1002.66,1022.37,976.53,0.5878,50,0,0.0,0.0,0.0001268,0.148237,50000,5000,10.819778284410283,250.0,0,0,0,0
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,24,50k,2.0,large,2026-05-10 15:00:48.266663+00:00,2997,0,0.0,63.5,74.38,87.05,65.52,0.555,250,0,0.0,0.0,0.0,0.007145,50000,5000,10.819778284410283,250.0,0,1,0,1
svc-ml-inference-2gb-standard-container,ml-inference,fargate,2048,standard,24,50k,2.0,large,2026-05-10 15:01:35.743154+00:00,2949,0,0.0,1204.35,1231.79,1311.57,1206.29,0.5461,250,0,0.0,0.0,0.00012617,0.148236,50000,5000,10.819778284410283,250.0,0,0,1,0
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,24,50k,2.0,large,2026-05-10 15:07:03.685369+00:00,3261,0,0.0,8.76,12.99,27.23,9.53,0.6039,50,1,0.0,0.0,0.00012513,0.037153,50000,5000,10.819778284410283,250.0,1,0,0,0
svc-enterprise-microservice-512mb-standard-container,enterprise-microservice,fargate,512,standard,24,50k,2.0,large,2026-05-10 15:07:35.882106+00:00,2973,0,0.0,5.61,8.63,20.94,6.1,0.5506,250,1,0.0,0.0,0.00012513,0.037153,50000,5000,10.819778284410283,250.0,1,0,0,0
svc-enterprise-microservice-2gb-standard-container,enterprise-microservice,fargate,2048,standard,24,50k,2.0,large,2026-05-10 15:20:06.743683+00:00,3181,0,0.0,7.33,10.31,18.6,7.66,0.5891,250,1,0.0,0.0,0.00012246,0.148232,50000,5000,10.819778284410283,250.0,1,0,0,0
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,24,50k,2.0,large,2026-05-10 15:23:30.890263+00:00,3064,0,0.0,80.62,99.21,117.74,82.83,0.5674,50,0,0.0,0.0,0.0,0.002728,50000,5000,10.819778284410283,250.0,0,0,0,1
svc-event-driven-api-512mb-slim-container,event-driven-api,fargate,512,slim,24,50k,2.0,large,2026-05-10 15:32:37.251092+00:00,2963,0,0.0,115.75,170.58,233.66,122.22,0.5487,50,0,0.0,0.0,0.00012466,0.037152,50000,5000,10.819778284410283,250.0,0,1,0,0
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,24,50k,2.0,large,2026-05-10 15:43:39.425917+00:00,3168,0,0.0,106.31,122.31,134.46,109.68,0.5867,50,0,0.0,0.0,0.0,0.012216,50000,5000,10.819778284410283,250.0,0,0,1,1
svc-event-driven-api-2gb-standard-container,event-driven-api,fargate,2048,standard,24,50k,2.0,large,2026-05-10 15:50:42.110429+00:00,3037,0,0.0,76.5,84.6,101.71,77.15,0.5624,250,0,0.0,0.0,0.00012619,0.148236,50000,5000,10.819778284410283,250.0,0,1,0,0
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,24,50k,2.0,large,2026-05-10 16:16:24.187631+00:00,3112,0,0.0,106.64,122.26,133.55,110.08,0.5763,250,0,0.0321,4641.31,0.0,0.012041,50000,5000,10.819778284410283,250.0,0,0,1,1
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,25,50k,4.0,small,2026-05-10 16:17:08.294458+00:00,3652,0,0.0,41.32,50.2,73.95,42.57,0.6763,250,0,0.0,0.0,0.00012733,0.037155,50000,500,10.819778284410283,25.0,0,0,0,0
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,25,50k,4.0,small,2026-05-10 16:20:15.458463+00:00,3367,0,0.0,35.34,44.18,50.68,36.24,0.6235,250,1,0.0297,404.16,0.0,0.004741,50000,500,10.819778284410283,25.0,1,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,25,50k,4.0,small,2026-05-10 16:27:36.636627+00:00,2783,0,0.0,62.84,75.66,100.81,64.8,0.5154,250,0,0.0,0.0,0.0,0.002059,50000,500,10.819778284410283,25.0,0,1,0,1
svc-ml-inference-512mb-slim-container,ml-inference,fargate,512,slim,25,50k,4.0,small,2026-05-10 16:29:13.987072+00:00,3476,0,0.0,66.57,98.95,201.09,75.33,0.6437,50,0,0.0,0.0,0.0001327,0.03716,50000,500,10.819778284410283,25.0,0,0,1,0
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,25,50k,4.0,small,2026-05-10 16:30:51.555436+00:00,2872,0,0.0,70.71,83.75,102.35,72.4,0.5319,250,0,0.0,0.0,0.0,0.007506,50000,500,10.819778284410283,25.0,0,0,0,1
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,25,50k,4.0,small,2026-05-10 16:31:53.820241+00:00,2817,0,0.0,70.37,83.54,99.95,71.98,0.5217,50,0,0.0,0.0,0.0,0.007322,50000,500,10.819778284410283,25.0,0,0,0,1
svc-batch-transform-512mb-slim-container,batch-transform,fargate,512,slim,25,50k,4.0,small,2026-05-10 16:32:41.154007+00:00,3117,0,0.0,41.14,60.9,91.36,43.26,0.5772,50,0,0.0,0.0,0.00013383,0.037161,50000,500,10.819778284410283,25.0,0,0,0,0
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,25,50k,4.0,small,2026-05-10 16:32:42.286351+00:00,3497,0,0.0,30.25,34.91,45.81,30.61,0.6476,50,0,0.0,0.0,0.00013383,0.148244,50000,500,10.819778284410283,25.0,0,1,0,0
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,25,50k,4.0,small,2026-05-10 16:33:12.547501+00:00,2900,0,0.0,80.83,100.53,127.18,83.72,0.537,250,0,0.0345,1598.52,0.0,0.002603,50000,500,10.819778284410283,25.0,0,0,0,1
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,25,50k,4.0,small,2026-05-10 16:35:48.432933+00:00,3292,0,0.0,35.66,44.44,51.42,36.57,0.6096,50,1,0.0,0.0,0.0,0.001662,50000,500,10.819778284410283,25.0,1,0,0,1
svc-batch-transform-2gb-standard-container,batch-transform,fargate,2048,standard,25,50k,4.0,small,2026-05-10 16:36:54.835180+00:00,3061,0,0.0,38.13,46.2,59.73,38.71,0.5669,250,0,0.0,0.0,0.00013525,0.148245,50000,500,10.819778284410283,25.0,0,0,0,0
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,25,50k,4.0,small,2026-05-10 16:39:19.713455+00:00,2789,0,0.0,63.0,76.06,101.12,64.76,0.5165,50,0,0.0359,724.9,0.0,0.002063,50000,500,10.819778284410283,25.0,0,1,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,25,50k,4.0,small,2026-05-10 16:41:22.096388+00:00,2893,0,0.0,318.25,344.35,365.56,317.4,0.5357,250,0,0.0691,4259.48,0.0,0.008231,50000,500,10.819778284410283,25.0,0,0,1,1
svc-event-driven-api-512mb-standard-container,event-driven-api,fargate,512,standard,25,50k,4.0,small,2026-05-10 16:42:01.317759+00:00,3186,0,0.0,33.96,42.34,68.11,35.12,0.59,250,0,0.0,0.0,0.00013718,0.037165,50000,500,10.819778284410283,25.0,0,1,0,0
svc-batch-transform-2gb-slim-container,batch-transform,fargate,2048,slim,25,50k,4.0,small,2026-05-10 16:44:39.309692+00:00,3193,0,0.0,34.41,42.48,53.72,34.9,0.5913,50,0,0.0,0.0,0.00013721,0.148247,50000,500,10.819778284410283,25.0,0,0,0,0
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,25,50k,4.0,small,2026-05-10 16:46:00.916592+00:00,2889,0,0.0,62.31,72.72,86.5,63.71,0.535,250,0,0.0346,1132.94,0.0,0.006713,50000,500,10.819778284410283,25.0,0,1,0,1
svc-ml-inference-2gb-standard-container,ml-inference,fargate,2048,standard,25,50k,4.0,small,2026-05-10 16:46:36.607278+00:00,3189,0,0.0,55.8,60.49,74.63,56.29,0.5906,250,0,0.0,0.0,0.0001354,0.148245,50000,500,10.819778284410283,25.0,0,0,1,0
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,25,50k,4.0,small,2026-05-10 16:52:03.773041+00:00,3524,0,0.0,8.0,13.3,28.08,8.96,0.6526,50,1,0.0,0.0,0.00013217,0.03716,50000,500,10.819778284410283,25.0,1,0,0,0
