archetype,memory_mb,image_size_mb,invocation_frequency_numeric,traffic_cv,duration_tier_numeric,lambda_cost,fargate_cost,cost_diff,lambda_cheaper
ml-inference,2048,250,50000,4.0,2000,0.013042,0.148241,-0.135199,1
ml-inference,2048,250,50000,4.0,5000,0.011814,0.148239,-0.13642500000000002,1
ml-inference,2048,250,100000,0.5,500,0.02364,0.148366,-0.124726,1
ml-inference,2048,250,100000,0.5,2000,0.024,0.148366,-0.124366,1
ml-inference,2048,250,100000,0.5,5000,0.024393,0.148328,-0.12393499999999999,1
ml-inference,2048,250,100000,2.0,500,0.02319,0.14837,-0.12518,1
ml-inference,2048,250,100000,2.0,2000,0.023239,0.14839,-0.12515099999999998,1
ml-inference,2048,250,100000,2.0,5000,0.023915,0.148352,-0.12443700000000002,1
ml-inference,2048,250,100000,4.0,500,0.024268,0.148412,-0.12414399999999999,1
ml-inference,2048,250,100000,4.0,2000,0.024763,0.148404,-0.123641,1
ml-inference,2048,250,100000,4.0,5000,0.024488,0.148351,-0.12386300000000001,1
